GoodsID,rDate,TotalQty,TotalAmt,year,month
10131,20240303,1.0,16.38,2024,6
10056,20240319,1.0,14.75,2024,6
10004,20240324,1.0,8.38,2024,6
10078,20240306,3.0,3.06,2024,6
10002,20240325,1.0,13.72,2024,6
10002,20240313,1.0,13.72,2024,6
10078,20240303,4.0,4.08,2024,6
10000,20240322,1.0,11.1,2024,6
10094,20240310,1.0,292.75,2024,6
10002,20240306,1.0,13.72,2024,6
10027,20240303,1.0,138.16,2024,6
10014,20240315,1.0,17.59,2024,6
10030,20240327,3.0,92.22,2024,6
10080,20240313,1.0,10.66,2024,6
10078,20240313,2.0,2.04,2024,6
10002,20240316,1.0,13.72,2024,6
10078,20240330,11.0,11.22,2024,6
10000,20240319,1.0,11.1,2024,6
10043,20240310,1.0,5.09,2024,6
10076,20240309,223.0,0.0,2024,6
10102,20240329,2.0,27.2,2024,6
10030,20240304,1.0,30.74,2024,6
10000,20240303,1.0,11.1,2024,6
10078,20240326,8.0,8.16,2024,6
10076,20240312,221.0,0.0,2024,6
10078,20240327,4.0,4.08,2024,6
10130,20240308,1.0,91.16,2024,6
10038,20240310,1.0,114.02,2024,6
10146,20240314,1.0,0.0,2024,6
10014,20240322,3.0,52.77,2024,6
10159,20240309,1.0,120.71,2024,6
10097,20240328,1.0,132.77,2024,6
10032,20240320,2.0,37.22,2024,6
10061,20240328,1.0,17.79,2024,6
10076,20240319,252.0,0.0,2024,6
10048,20240330,1.0,9.66,2024,6
10057,20240313,1.0,12.33,2024,6
10103,20240324,1.0,24.94,2024,6
10131,20240320,1.0,16.38,2024,6
10068,20240327,1.0,6.5,2024,6
10105,20240331,1.0,29.34,2024,6
10076,20240331,155.0,0.0,2024,6
10146,20240310,1.0,0.0,2024,6
10145,20240326,2.0,27.2,2024,6
10146,20240322,1.0,0.0,2024,6
10039,20240315,1.0,44.85,2024,6
10069,20240314,5.0,39.0,2024,6
10014,20240304,1.0,17.59,2024,6
10002,20240317,1.0,13.72,2024,6
10106,20240305,4.0,109.72,2024,6
10102,20240314,1.0,13.6,2024,6
10146,20240320,2.0,0.0,2024,6
10057,20240305,1.0,12.33,2024,6
10035,20240313,1.0,42.91,2024,6
10076,20240328,219.0,0.0,2024,6
10078,20240329,8.0,8.16,2024,6
10000,20240305,1.0,11.1,2024,6
10007,20240303,1.0,43.46,2024,6
10068,20240320,1.0,6.5,2024,6
10070,20240310,1.0,31.0,2024,6
10078,20240314,3.0,3.06,2024,6
10126,20240306,1.0,16.78,2024,6
10129,20240309,1.0,15.53,2024,6
10076,20240401,194.0,0.0,2024,6
10076,20240315,191.0,0.0,2024,6
10043,20240317,4.0,20.36,2024,6
10078,20240310,7.0,7.14,2024,6
10144,20240324,1.0,44.52,2024,6
10076,20240323,200.0,0.0,2024,6
10132,20240306,1.0,18.58,2024,6
10017,20240309,1.0,32.2,2024,6
10078,20240320,10.0,10.2,2024,6
10069,20240325,6.0,46.8,2024,6
10000,20240315,2.0,22.2,2024,6
10043,20240304,3.0,15.27,2024,6
10059,20240315,1.0,15.22,2024,6
10102,20240323,1.0,13.6,2024,6
10078,20240304,9.0,9.18,2024,6
10141,20240311,1.0,148.45,2024,6
10057,20240312,1.0,12.33,2024,6
10008,20240331,1.0,109.81,2024,6
10061,20240312,1.0,17.79,2024,6
10002,20240307,1.0,13.72,2024,6
10069,20240306,5.0,39.0,2024,6
10102,20240307,1.0,13.6,2024,6
10014,20240306,1.0,17.59,2024,6
10000,20240308,8.0,88.8,2024,6
10067,20240323,5.0,594.4,2024,6
10084,20240312,1.0,39.65,2024,6
10099,20240317,1.0,0.0,2024,6
10109,20240308,1.0,84.76,2024,6
10014,20240316,1.0,17.59,2024,6
10154,20240331,1.0,23.62,2024,6
10078,20240317,1.0,1.02,2024,6
10090,20240304,1.0,30.56,2024,6
10069,20240319,6.0,46.8,2024,6
10014,20240319,2.0,35.18,2024,6
10078,20240322,13.0,13.26,2024,6
10102,20240401,1.0,13.6,2024,6
10043,20240324,2.0,10.18,2024,6
10003,20240319,1.0,10.79,2024,6
10061,20240330,1.0,17.79,2024,6
10076,20240304,210.0,0.0,2024,6
10000,20240328,8.0,88.8,2024,6
10099,20240326,1.0,0.0,2024,6
10078,20240307,4.0,4.08,2024,6
10056,20240321,1.0,14.75,2024,6
10077,20240306,1.0,38.33,2024,6
10014,20240307,1.0,17.59,2024,6
10086,20240329,1.0,15.79,2024,6
10076,20240321,206.0,0.0,2024,6
10014,20240312,1.0,17.59,2024,6
10061,20240306,1.0,17.79,2024,6
10129,20240328,1.0,15.53,2024,6
10041,20240322,1.0,55.52,2024,6
10076,20240311,157.0,0.0,2024,6
10062,20240315,1.0,223.69,2024,6
10076,20240313,219.0,0.0,2024,6
10109,20240305,1.0,84.76,2024,6
10139,20240323,1.0,26.66,2024,6
10057,20240303,1.0,12.33,2024,6
10076,20240325,212.0,0.0,2024,6
10080,20240309,1.0,10.66,2024,6
10070,20240324,1.0,31.0,2024,6
10076,20240308,354.0,0.0,2024,6
10078,20240309,6.0,6.12,2024,6
10101,20240303,1.0,80.99,2024,6
10026,20240304,1.0,175.63,2024,6
10047,20240306,1.0,10.98,2024,6
10150,20240327,2.0,42.96,2024,6
10076,20240316,187.0,0.0,2024,6
10056,20240308,1.0,14.75,2024,6
10078,20240324,6.0,6.12,2024,6
10054,20240319,3.0,32.46,2024,6
10043,20240319,1.0,5.09,2024,6
10076,20240306,197.0,0.0,2024,6
10095,20240318,1.0,30.51,2024,6
10069,20240326,1.0,7.8,2024,6
10004,20240321,1.0,8.38,2024,6
10087,20240319,1.0,41.36,2024,6
10078,20240319,7.0,7.14,2024,6
10076,20240318,205.0,0.0,2024,6
10096,20240309,1.0,54.79,2024,6
10005,20240316,1.0,19.64,2024,6
10145,20240328,1.0,13.6,2024,6
10076,20240303,164.0,0.0,2024,6
10038,20240323,1.0,114.02,2024,6
10094,20240401,1.0,292.75,2024,6
10050,20240320,1.0,13.2,2024,6
10046,20240323,1.0,56.34,2024,6
10043,20240331,1.0,5.09,2024,6
10047,20240330,1.0,10.98,2024,6
10137,20240318,1.0,137.02,2024,6
10076,20240330,164.0,0.0,2024,6
10144,20240329,1.0,44.52,2024,6
10134,20240309,1.0,17.62,2024,6
10047,20240311,1.0,10.98,2024,6
10001,20240323,1.0,38.05,2024,6
10080,20240418,4.0,42.64,2024,7
10076,20240413,182.0,0.0,2024,7
10054,20240405,1.0,10.82,2024,7
10078,20240418,2.0,2.04,2024,7
10080,20240502,1.0,10.66,2024,7
10102,20240426,2.0,27.2,2024,7
10078,20240415,8.0,8.16,2024,7
10065,20240406,1.0,15.32,2024,7
10078,20240405,4.0,4.08,2024,7
10064,20240411,1.0,15.81,2024,7
10043,20240415,4.0,20.36,2024,7
10076,20240403,206.0,0.0,2024,7
10002,20240422,1.0,13.72,2024,7
10078,20240408,14.0,14.28,2024,7
10153,20240410,1.0,39.84,2024,7
10078,20240411,9.0,9.18,2024,7
10069,20240423,5.0,39.0,2024,7
10109,20240417,1.0,84.76,2024,7
10096,20240405,1.0,54.79,2024,7
10145,20240410,1.0,13.6,2024,7
10153,20240423,1.0,39.84,2024,7
10007,20240428,1.0,43.46,2024,7
10038,20240402,1.0,114.02,2024,7
10153,20240418,1.0,39.84,2024,7
10154,20240403,2.0,47.24,2024,7
10030,20240426,1.0,30.74,2024,7
10069,20240402,5.0,39.0,2024,7
10057,20240417,1.0,12.33,2024,7
10038,20240404,1.0,114.02,2024,7
10061,20240407,1.0,17.79,2024,7
10032,20240409,1.0,18.61,2024,7
10001,20240416,2.0,76.1,2024,7
10027,20240412,1.0,138.16,2024,7
10069,20240416,1.0,7.8,2024,7
10129,20240427,1.0,15.53,2024,7
10139,20240406,1.0,26.66,2024,7
10122,20240418,1.0,6.67,2024,7
10078,20240409,12.0,12.24,2024,7
10078,20240426,3.0,3.06,2024,7
10014,20240420,1.0,17.59,2024,7
10092,20240413,2.0,11.74,2024,7
10047,20240407,1.0,10.98,2024,7
10028,20240412,1.0,205.95,2024,7
10078,20240502,8.0,8.16,2024,7
10076,20240407,177.0,0.0,2024,7
10081,20240407,2.0,17.32,2024,7
10056,20240407,1.0,14.75,2024,7
10143,20240425,1.0,21.6,2024,7
10054,20240411,1.0,10.82,2024,7
10038,20240423,1.0,114.02,2024,7
10004,20240407,1.0,8.38,2024,7
10087,20240402,1.0,41.36,2024,7
10076,20240417,178.0,0.0,2024,7
10080,20240411,1.0,10.66,2024,7
10031,20240419,2.0,33.24,2024,7
10000,20240425,6.0,66.6,2024,7
10052,20240427,1.0,37.9,2024,7
10003,20240404,1.0,10.79,2024,7
10078,20240419,1.0,1.02,2024,7
10102,20240402,1.0,13.6,2024,7
10002,20240424,1.0,13.72,2024,7
10122,20240408,1.0,6.67,2024,7
10148,20240411,1.0,17.56,2024,7
10070,20240430,1.0,31.0,2024,7
10069,20240404,1.0,7.8,2024,7
10078,20240501,6.0,6.12,2024,7
10044,20240424,1.0,38.52,2024,7
10078,20240430,10.0,10.2,2024,7
10073,20240428,2.0,60.76,2024,7
10056,20240425,2.0,29.5,2024,7
10129,20240502,1.0,15.53,2024,7
10076,20240423,144.0,0.0,2024,7
10078,20240428,9.0,9.18,2024,7
10043,20240406,1.0,5.09,2024,7
10150,20240411,1.0,21.48,2024,7
10047,20240402,1.0,10.98,2024,7
10102,20240410,3.0,40.8,2024,7
10062,20240417,1.0,223.69,2024,7
10076,20240412,171.0,0.0,2024,7
10000,20240429,2.0,22.2,2024,7
10102,20240422,2.0,27.2,2024,7
10076,20240402,235.0,0.0,2024,7
10019,20240419,1.0,36.84,2024,7
10003,20240408,1.0,10.79,2024,7
10128,20240407,1.0,74.04,2024,7
10069,20240422,5.0,39.0,2024,7
10014,20240422,1.0,17.59,2024,7
10043,20240416,4.0,20.36,2024,7
10057,20240501,3.0,36.99,2024,7
10145,20240427,1.0,13.6,2024,7
10084,20240407,1.0,39.65,2024,7
10048,20240415,1.0,9.66,2024,7
10076,20240421,154.0,0.0,2024,7
10000,20240424,1.0,11.1,2024,7
10076,20240425,190.0,0.0,2024,7
10019,20240404,1.0,36.84,2024,7
10076,20240427,202.0,0.0,2024,7
10030,20240408,1.0,30.74,2024,7
10054,20240410,1.0,10.82,2024,7
10086,20240406,1.0,15.79,2024,7
10032,20240422,1.0,18.61,2024,7
10103,20240416,1.0,24.94,2024,7
10003,20240406,0.0,0.0,2024,7
10080,20240422,1.0,10.66,2024,7
10078,20240410,8.0,8.16,2024,7
10087,20240422,1.0,41.36,2024,7
10078,20240422,11.0,11.22,2024,7
10078,20240416,10.0,10.2,2024,7
10148,20240404,1.0,17.56,2024,7
10078,20240406,11.0,11.22,2024,7
10102,20240427,1.0,13.6,2024,7
10078,20240420,9.0,9.18,2024,7
10014,20240406,1.0,17.59,2024,7
10014,20240502,1.0,17.59,2024,7
10019,20240428,1.0,36.84,2024,7
10003,20240416,1.0,10.79,2024,7
10050,20240501,1.0,13.2,2024,7
10078,20240404,4.0,4.08,2024,7
10096,20240408,1.0,54.79,2024,7
10076,20240429,176.0,0.0,2024,7
10044,20240416,1.0,38.52,2024,7
10078,20240414,4.0,4.08,2024,7
10047,20240427,2.0,21.96,2024,7
10052,20240408,1.0,37.9,2024,7
10064,20240414,1.0,15.81,2024,7
10105,20240426,1.0,29.34,2024,7
10078,20240413,11.0,11.22,2024,7
10076,20240422,217.0,0.0,2024,7
10061,20240404,1.0,17.79,2024,7
10144,20240418,2.0,89.04,2024,7
10102,20240421,1.0,13.6,2024,7
10069,20240421,4.0,31.2,2024,7
10043,20240407,4.0,20.36,2024,7
10069,20240425,1.0,7.8,2024,7
10159,20240419,1.0,120.71,2024,7
10054,20240407,4.0,43.28,2024,7
10014,20240425,1.0,17.59,2024,7
10076,20240418,276.0,0.0,2024,7
10078,20240417,7.0,7.14,2024,7
10076,20240408,227.0,0.0,2024,7
10057,20240430,1.0,12.33,2024,7
10019,20240427,1.0,36.84,2024,7
10076,20240411,218.0,0.0,2024,7
10076,20240415,262.0,0.0,2024,7
10054,20240403,2.0,21.64,2024,7
10144,20240408,1.0,44.52,2024,7
10031,20240403,2.0,33.24,2024,7
10056,20240415,2.0,29.5,2024,7
10150,20240402,2.0,42.96,2024,7
10078,20240403,5.0,5.1,2024,7
10057,20240418,1.0,12.33,2024,7
10059,20240426,1.0,15.22,2024,7
10095,20240419,1.0,30.51,2024,7
10084,20240408,1.0,39.65,2024,7
10059,20240418,1.0,15.22,2024,7
10092,20240419,3.0,17.61,2024,7
10048,20240427,2.0,19.32,2024,7
10059,20240411,1.0,15.22,2024,7
10000,20240405,2.0,22.2,2024,7
10005,20240411,1.0,19.64,2024,7
10095,20240409,1.0,30.51,2024,7
10076,20240502,179.0,0.0,2024,7
10154,20240412,1.0,23.62,2024,7
10069,20240429,6.0,46.8,2024,7
10148,20240424,1.0,17.56,2024,7
10095,20240502,1.0,30.51,2024,7
10102,20240417,6.0,81.6,2024,7
10003,20240413,3.0,32.37,2024,7
10076,20240405,192.0,0.0,2024,7
10105,20240423,1.0,29.34,2024,7
10129,20240414,1.0,15.53,2024,7
10031,20240407,1.0,16.62,2024,7
10136,20240421,1.0,113.61,2024,7
10076,20240424,177.0,0.0,2024,7
10125,20240426,1.0,27.93,2024,7
10084,20240409,-1.0,-39.65,2024,7
10078,20240407,4.0,4.08,2024,7
10092,20240418,4.0,23.48,2024,7
10004,20240419,1.0,8.38,2024,7
10003,20240403,1.0,10.79,2024,7
10145,20240422,1.0,13.6,2024,7
10096,20240424,1.0,54.79,2024,7
10083,20240422,1.0,301.64,2024,7
10005,20240409,1.0,19.64,2024,7
10000,20240412,1.0,11.1,2024,7
10151,20240402,1.0,68.35,2024,7
10076,20240419,238.0,0.0,2024,7
10148,20240425,1.0,17.56,2024,7
10014,20240413,1.0,17.59,2024,7
10095,20240430,2.0,61.02,2024,7
10076,20240501,192.0,0.0,2024,7
10076,20240430,211.0,0.0,2024,7
10047,20240501,1.0,10.98,2024,7
10091,20240406,1.0,106.77,2024,7
10005,20240419,1.0,19.64,2024,7
10039,20240404,1.0,44.85,2024,7
10047,20240409,1.0,10.98,2024,7
10054,20240425,1.0,10.82,2024,7
10065,20240421,2.0,30.64,2024,7
10000,20240402,8.0,88.8,2024,7
10076,20240409,287.0,0.0,2024,7
10076,20240426,165.0,0.0,2024,7
10000,20240411,5.0,55.5,2024,7
10102,20240501,1.0,13.6,2024,7
10078,20240425,5.0,5.1,2024,7
10144,20240427,2.0,89.04,2024,7
10076,20240428,126.0,0.0,2024,7
10078,20240427,12.0,12.24,2024,7
10048,20240408,3.0,28.98,2024,7
10109,20240404,1.0,84.76,2024,7
10078,20240412,12.0,12.24,2024,7
10014,20240411,2.0,35.18,2024,7
10078,20240423,3.0,3.06,2024,7
10151,20240410,1.0,68.35,2024,7
10078,20240424,3.0,3.06,2024,7
10153,20240409,2.0,79.68,2024,7
10085,20240412,1.0,54.34,2024,7
10080,20240407,1.0,10.66,2024,7
10105,20240416,1.0,29.34,2024,7
10078,20240402,15.0,15.3,2024,7
10137,20240418,1.0,137.02,2024,7
10081,20240416,1.0,8.66,2024,7
10044,20240427,2.0,77.04,2024,7
10109,20240427,1.0,84.76,2024,7
10059,20240428,1.0,15.22,2024,7
10057,20240416,1.0,12.33,2024,7
10061,20240416,1.0,17.79,2024,7
10043,20240501,4.0,20.36,2024,7
10151,20240408,1.0,68.35,2024,7
10078,20240429,8.0,8.16,2024,7
10070,20240425,1.0,31.0,2024,7
10097,20240416,1.0,132.77,2024,7
10143,20240416,1.0,21.6,2024,7
10075,20240408,1.0,135.97,2024,7
10138,20240408,1.0,50.09,2024,7
10019,20240418,1.0,36.84,2024,7
10112,20240412,1.0,6.46,2024,7
10043,20240427,2.0,10.18,2024,7
10003,20240409,1.0,10.79,2024,7
10046,20240415,1.0,56.34,2024,7
10078,20240421,11.0,11.22,2024,7
10076,20240414,196.0,0.0,2024,7
10097,20240404,1.0,132.77,2024,7
10069,20240417,6.0,46.8,2024,7
10047,20240428,1.0,10.98,2024,7
10076,20240410,215.0,0.0,2024,7
10014,20240417,2.0,35.18,2024,7
10144,20240502,1.0,44.52,2024,7
10113,20240501,1.0,12.38,2024,7
10048,20240402,1.0,9.66,2024,7
10043,20240413,2.0,10.18,2024,7
10102,20240415,1.0,13.6,2024,7
10047,20240414,1.0,10.98,2024,7
10076,20240406,184.0,0.0,2024,7
10069,20240419,1.0,7.8,2024,7
10131,20240413,1.0,16.38,2024,7
10069,20240409,8.0,62.4,2024,7
10103,20240425,1.0,24.94,2024,7
10002,20240427,1.0,13.72,2024,7
10041,20240403,2.0,111.04,2024,7
10014,20240409,1.0,17.59,2024,7
10055,20240429,2.0,0.0,2024,7
10076,20240416,160.0,0.0,2024,7
10005,20240414,2.0,39.28,2024,7
10081,20240418,1.0,8.66,2024,7
10069,20240405,1.0,7.8,2024,7
10076,20240420,164.0,0.0,2024,7
10076,20240404,246.0,0.0,2024,7
10069,20240407,3.0,23.4,2024,7
10151,20240406,1.0,68.35,2024,7
10142,20240412,1.0,9.4,2024,7
10057,20240410,1.0,12.33,2024,7
10069,20240424,2.0,15.6,2024,7
10001,20240409,1.0,38.05,2024,7
10000,20240410,3.0,33.3,2024,7
10061,20240418,1.0,17.79,2024,7
10057,20240422,3.0,36.99,2024,7
10000,20240418,6.0,66.6,2024,7
10095,20240420,1.0,30.51,2024,7
10001,20240415,1.0,38.05,2024,7
10070,20240421,2.0,62.0,2024,7
10061,20240512,1.0,17.79,2024,8
10136,20240527,2.0,227.22,2024,8
10000,20240512,2.0,22.2,2024,8
10078,20240531,4.0,4.08,2024,8
10061,20240520,1.0,17.79,2024,8
10080,20240514,1.0,10.66,2024,8
10032,20240523,1.0,18.61,2024,8
10078,20240514,5.0,5.1,2024,8
10081,20240505,1.0,8.66,2024,8
10105,20240518,1.0,29.34,2024,8
10063,20240505,1.0,14.38,2024,8
10078,20240523,3.0,3.06,2024,8
10069,20240602,2.0,15.6,2024,8
10064,20240523,1.0,15.81,2024,8
10129,20240503,1.0,15.53,2024,8
10061,20240510,1.0,17.79,2024,8
10081,20240518,2.0,17.32,2024,8
10025,20240508,1.0,148.36,2024,8
10080,20240504,1.0,10.66,2024,8
10084,20240517,2.0,79.3,2024,8
10078,20240504,6.0,6.12,2024,8
10027,20240504,1.0,138.16,2024,8
10014,20240511,1.0,17.59,2024,8
10084,20240529,1.0,39.65,2024,8
10076,20240601,150.0,0.0,2024,8
10078,20240526,4.0,4.08,2024,8
10002,20240504,1.0,13.72,2024,8
10097,20240529,1.0,132.77,2024,8
10122,20240509,1.0,6.67,2024,8
10160,20240517,1.0,92.74,2024,8
10056,20240513,3.0,44.25,2024,8
10069,20240521,4.0,31.2,2024,8
10069,20240527,8.0,62.4,2024,8
10014,20240510,2.0,35.18,2024,8
10076,20240528,194.0,0.0,2024,8
10069,20240522,20.0,156.0,2024,8
10047,20240525,2.0,21.96,2024,8
10159,20240506,1.0,120.71,2024,8
10095,20240525,1.0,30.51,2024,8
10125,20240506,1.0,27.93,2024,8
10076,20240513,236.0,0.0,2024,8
10131,20240504,1.0,16.38,2024,8
10067,20240506,1.0,118.88,2024,8
10095,20240508,1.0,30.51,2024,8
10076,20240529,308.0,0.0,2024,8
10102,20240528,3.0,40.8,2024,8
10054,20240514,1.0,10.82,2024,8
10109,20240519,1.0,84.76,2024,8
10131,20240530,1.0,16.38,2024,8
10062,20240508,1.0,223.69,2024,8
10076,20240503,162.0,0.0,2024,8
10067,20240516,1.0,118.88,2024,8
10056,20240503,2.0,29.5,2024,8
10032,20240509,1.0,18.61,2024,8
10069,20240511,1.0,7.8,2024,8
10113,20240504,2.0,24.76,2024,8
10054,20240526,2.0,21.64,2024,8
10032,20240530,1.0,18.61,2024,8
10131,20240521,2.0,32.76,2024,8
10076,20240517,151.0,0.0,2024,8
10000,20240528,2.0,22.2,2024,8
10076,20240512,216.0,0.0,2024,8
10067,20240529,1.0,118.88,2024,8
10076,20240506,208.0,0.0,2024,8
10076,20240520,208.0,0.0,2024,8
10099,20240530,1.0,0.0,2024,8
10079,20240509,1.0,32.29,2024,8
10076,20240510,202.0,0.0,2024,8
10047,20240507,1.0,10.98,2024,8
10076,20240507,212.0,0.0,2024,8
10094,20240505,1.0,292.75,2024,8
10078,20240513,18.0,18.36,2024,8
10099,20240506,1.0,0.0,2024,8
10069,20240601,1.0,7.8,2024,8
10131,20240519,1.0,16.38,2024,8
10031,20240602,1.0,16.62,2024,8
10076,20240524,203.0,0.0,2024,8
10093,20240514,1.0,14.29,2024,8
10089,20240510,1.0,0.0,2024,8
10047,20240529,1.0,10.98,2024,8
10032,20240511,1.0,18.61,2024,8
10078,20240525,12.0,12.24,2024,8
10057,20240527,1.0,12.33,2024,8
10076,20240518,187.0,0.0,2024,8
10010,20240510,1.0,122.33,2024,8
10129,20240515,1.0,15.53,2024,8
10076,20240508,166.0,0.0,2024,8
10087,20240511,1.0,41.36,2024,8
10078,20240521,14.0,14.28,2024,8
10078,20240511,3.0,3.06,2024,8
10084,20240528,1.0,39.65,2024,8
10069,20240528,2.0,15.6,2024,8
10032,20240503,1.0,18.61,2024,8
10047,20240518,1.0,10.98,2024,8
10014,20240525,1.0,17.59,2024,8
10004,20240508,1.0,8.38,2024,8
10141,20240507,1.0,148.45,2024,8
10078,20240516,6.0,6.12,2024,8
10062,20240509,1.0,223.69,2024,8
10078,20240530,5.0,5.1,2024,8
10054,20240522,3.0,32.46,2024,8
10043,20240506,4.0,20.36,2024,8
10014,20240530,1.0,17.59,2024,8
10078,20240522,5.0,5.1,2024,8
10078,20240506,3.0,3.06,2024,8
10067,20240518,1.0,118.88,2024,8
10109,20240508,1.0,84.76,2024,8
10086,20240523,1.0,15.79,2024,8
10102,20240506,1.0,13.6,2024,8
10069,20240506,1.0,7.8,2024,8
10104,20240526,1.0,554.64,2024,8
10043,20240602,2.0,10.18,2024,8
10018,20240510,1.0,50.9,2024,8
10069,20240512,7.0,54.6,2024,8
10078,20240602,6.0,6.12,2024,8
10095,20240505,2.0,61.02,2024,8
10076,20240515,177.0,0.0,2024,8
10046,20240516,1.0,56.34,2024,8
10102,20240525,2.0,27.2,2024,8
10076,20240505,283.0,0.0,2024,8
10069,20240525,3.0,23.4,2024,8
10030,20240506,3.0,92.22,2024,8
10046,20240525,1.0,56.34,2024,8
10102,20240516,2.0,27.2,2024,8
10000,20240507,2.0,22.2,2024,8
10061,20240531,1.0,17.79,2024,8
10069,20240516,2.0,15.6,2024,8
10032,20240601,1.0,18.61,2024,8
10041,20240512,1.0,55.52,2024,8
10078,20240509,5.0,5.1,2024,8
10159,20240505,1.0,120.71,2024,8
10061,20240524,2.0,35.58,2024,8
10142,20240507,2.0,18.8,2024,8
10076,20240527,220.0,0.0,2024,8
10000,20240524,12.0,133.2,2024,8
10078,20240601,5.0,5.1,2024,8
10030,20240602,3.0,92.22,2024,8
10106,20240508,5.0,137.15,2024,8
10050,20240507,1.0,13.2,2024,8
10080,20240601,1.0,10.66,2024,8
10081,20240531,2.0,17.32,2024,8
10078,20240519,12.0,12.24,2024,8
10030,20240512,1.0,30.74,2024,8
10159,20240515,1.0,120.71,2024,8
10131,20240520,1.0,16.38,2024,8
10052,20240517,1.0,37.9,2024,8
10002,20240527,1.0,13.72,2024,8
10069,20240518,1.0,7.8,2024,8
10126,20240526,4.0,67.12,2024,8
10076,20240523,167.0,0.0,2024,8
10128,20240523,1.0,74.04,2024,8
10095,20240504,1.0,30.51,2024,8
10076,20240514,218.0,0.0,2024,8
10104,20240601,1.0,554.64,2024,8
10076,20240504,185.0,0.0,2024,8
10142,20240513,1.0,9.4,2024,8
10069,20240524,4.0,31.2,2024,8
10123,20240512,1.0,23.19,2024,8
10080,20240517,1.0,10.66,2024,8
10099,20240520,1.0,0.0,2024,8
10048,20240522,1.0,9.66,2024,8
10080,20240512,1.0,10.66,2024,8
10076,20240526,157.0,0.0,2024,8
10011,20240509,1.0,30.44,2024,8
10062,20240503,1.0,223.69,2024,8
10078,20240512,18.0,18.36,2024,8
10148,20240510,1.0,17.56,2024,8
10069,20240508,1.0,7.8,2024,8
10030,20240507,1.0,30.74,2024,8
10050,20240506,1.0,13.2,2024,8
10078,20240520,12.0,12.24,2024,8
10057,20240523,1.0,12.33,2024,8
10141,20240525,1.0,148.45,2024,8
10032,20240507,1.0,18.61,2024,8
10078,20240510,4.0,4.08,2024,8
10076,20240531,192.0,0.0,2024,8
10064,20240506,1.0,15.81,2024,8
10097,20240530,1.0,132.77,2024,8
10070,20240528,1.0,31.0,2024,8
10078,20240507,8.0,8.16,2024,8
10054,20240528,1.0,10.82,2024,8
10061,20240509,2.0,35.58,2024,8
10080,20240528,1.0,10.66,2024,8
10002,20240506,1.0,13.72,2024,8
10000,20240526,1.0,11.1,2024,8
10078,20240528,8.0,8.16,2024,8
10068,20240517,2.0,13.0,2024,8
10109,20240601,1.0,84.76,2024,8
10016,20240525,1.0,29.63,2024,8
10078,20240529,4.0,4.08,2024,8
10131,20240515,1.0,16.38,2024,8
10081,20240514,1.0,8.66,2024,8
10031,20240503,1.0,16.62,2024,8
10078,20240517,5.0,5.1,2024,8
10078,20240503,8.0,8.16,2024,8
10069,20240505,3.0,23.4,2024,8
10070,20240512,1.0,31.0,2024,8
10070,20240510,3.0,93.0,2024,8
10069,20240519,5.0,39.0,2024,8
10069,20240509,1.0,7.8,2024,8
10084,20240526,1.0,39.65,2024,8
10145,20240504,2.0,27.2,2024,8
10069,20240515,3.0,23.4,2024,8
10061,20240504,1.0,17.79,2024,8
10061,20240503,1.0,17.79,2024,8
10070,20240524,1.0,31.0,2024,8
10076,20240525,189.0,0.0,2024,8
10081,20240519,2.0,17.32,2024,8
10048,20240505,1.0,9.66,2024,8
10076,20240602,233.0,0.0,2024,8
10076,20240511,218.0,0.0,2024,8
10056,20240525,2.0,29.5,2024,8
10078,20240524,5.0,5.1,2024,8
10069,20240531,1.0,7.8,2024,8
10056,20240521,4.0,59.0,2024,8
10049,20240507,1.0,98.43,2024,8
10031,20240518,2.0,33.24,2024,8
10000,20240522,1.0,11.1,2024,8
10000,20240506,3.0,33.3,2024,8
10076,20240521,133.0,0.0,2024,8
10105,20240503,1.0,29.34,2024,8
10059,20240506,1.0,15.22,2024,8
10002,20240524,1.0,13.72,2024,8
10151,20240511,1.0,68.35,2024,8
10076,20240530,163.0,0.0,2024,8
10061,20240525,1.0,17.79,2024,8
10126,20240525,1.0,16.78,2024,8
10076,20240522,191.0,0.0,2024,8
10076,20240516,216.0,0.0,2024,8
10137,20240521,1.0,137.02,2024,8
10078,20240527,8.0,8.16,2024,8
10105,20240506,1.0,29.34,2024,8
10025,20240527,1.0,148.36,2024,8
10069,20240526,1.0,7.8,2024,8
10002,20240518,1.0,13.72,2024,8
10069,20240514,2.0,15.6,2024,8
10014,20240509,1.0,17.59,2024,8
10005,20240511,1.0,19.64,2024,8
10054,20240531,1.0,10.82,2024,8
10076,20240519,126.0,0.0,2024,8
10102,20240518,3.0,40.8,2024,8
10041,20240524,1.0,55.52,2024,8
10043,20240524,4.0,20.36,2024,8
10126,20240509,1.0,16.78,2024,8
10054,20240524,1.0,10.82,2024,8
10078,20240518,1.0,1.02,2024,8
10098,20240527,1.0,190.62,2024,8
10093,20240513,1.0,14.29,2024,8
10041,20240508,1.0,55.52,2024,8
10078,20240515,7.0,7.14,2024,8
10000,20240601,1.0,11.1,2024,8
10097,20240520,1.0,132.77,2024,8
10069,20240507,1.0,7.8,2024,8
10106,20240506,1.0,27.43,2024,8
10153,20240517,1.0,39.84,2024,8
10046,20240531,1.0,56.34,2024,8
10102,20240524,1.0,13.6,2024,8
10144,20240503,1.0,44.52,2024,8
10008,20240509,1.0,109.81,2024,8
